cell,prompt_id,view,treatment,pair_id,winner,first,state_first,state_second,rep,choice,status,pick_winner,tie,pick_first,p_first,p_winner,prompt_tokens,completion_tokens,cached,model,dropped_params,raw,call_id
neutral|no_salary|both,neutral,no_salary,both,65,A,W,p65_A_2022_both,p65_B_2022_loser,0,1,ok,1.0,0,1,0.9999998874648162,0.9999998874648162,867,1,False,gpt-4o-mini-2024-07-18,,1,3bf7e6bf77b38a17647eefa6
neutral|no_salary|both,neutral,no_salary,both,67,A,W,p67_A_2022_both,p67_B_2022_loser,0,1,ok,1.0,0,1,0.9998415637531546,0.9998415637531546,689,1,False,gpt-4o-mini-2024-07-18,,1,3a9c37b0643f0449bdc2cfbc
neutral|no_salary|both,neutral,no_salary,both,66,B,L,p66_A_2022_loser,p66_B_2022_both,0,1,ok,0.0,0,1,0.8175744850834648,0.18242551491653525,957,1,False,gpt-4o-mini-2024-07-18,,1,f1a52f5137936bfa0bb1534b
neutral|no_salary|both,neutral,no_salary,both,68,B,W,p68_B_2022_both,p68_A_2022_loser,0,1,ok,1.0,0,1,0.9999998724809324,0.9999998724809324,767,1,False,gpt-4o-mini-2024-07-18,,1,88cb8995e5ca87cc9f485476
neutral|no_salary|both,neutral,no_salary,both,68,B,L,p68_A_2022_loser,p68_B_2022_both,0,1,ok,0.0,0,1,0.6791787056691698,0.3208212943308302,767,1,False,gpt-4o-mini-2024-07-18,,1,99834c9d6db2443eae59e53b
neutral|no_salary|both,neutral,no_salary,both,66,B,W,p66_B_2022_both,p66_A_2022_loser,0,1,ok,1.0,0,1,0.9999999827421723,0.9999999827421723,957,1,False,gpt-4o-mini-2024-07-18,,1,f160a9099982a08008ce4f43
neutral|no_salary|both,neutral,no_salary,both,69,A,L,p69_B_2022_loser,p69_A_2022_both,0,2,ok,1.0,0,0,0.000108896865646694,0.9998911031343533,1091,1,False,gpt-4o-mini-2024-07-18,,2,ecf5451607f5b8641f7617f0
neutral|no_salary|both,neutral,no_salary,both,69,A,W,p69_A_2022_both,p69_B_2022_loser,0,1,ok,1.0,0,1,0.9999999970010391,0.9999999970010391,1091,1,False,gpt-4o-mini-2024-07-18,,1,ecdb345677d5f5bdddaf1b3f
neutral|no_salary|both,neutral,no_salary,both,67,A,L,p67_B_2022_loser,p67_A_2022_both,0,2,ok,1.0,0,0,0.0011695103433855766,0.9988304896566145,689,1,False,gpt-4o-mini-2024-07-18,,2,bcc2d14f391a8de7bbd79e8c
neutral|no_salary|both,neutral,no_salary,both,70,B,W,p70_B_2022_both,p70_A_2022_loser,0,1,ok,1.0,0,1,0.9999970976877992,0.9999970976877992,813,1,False,gpt-4o-mini-2024-07-18,,1,d0c5fac8ced31d2110c130f5
neutral|no_salary|both,neutral,no_salary,both,70,B,L,p70_A_2022_loser,p70_B_2022_both,0,2,ok,1.0,0,0,0.037326887344129464,0.9626731126558705,813,1,False,gpt-4o-mini-2024-07-18,,2,342428d833d90bc72d069164
neutral|no_salary|both,neutral,no_salary,both,72,B,L,p72_A_2022_loser,p72_B_2022_both,0,2,ok,1.0,0,0,9.61023993032045e-05,0.9999038976006968,839,1,False,gpt-4o-mini-2024-07-18,,2,3a04208384be32335475bca7
neutral|no_salary|both,neutral,no_salary,both,71,A,L,p71_B_2022_loser,p71_A_2022_both,0,1,ok,0.0,0,1,0.9997388096110635,0.00026119038893646085,998,1,False,gpt-4o-mini-2024-07-18,,1,fa2a4a6041c417a844349231
neutral|no_salary|both,neutral,no_salary,both,71,A,W,p71_A_2022_both,p71_B_2022_loser,0,1,ok,1.0,0,1,0.999999057755336,0.999999057755336,998,1,False,gpt-4o-mini-2024-07-18,,1,8e3d5e59001396c3a937ab22
neutral|no_salary|both,neutral,no_salary,both,72,B,W,p72_B_2022_both,p72_A_2022_loser,0,1,ok,1.0,0,1,0.9999997897565932,0.9999997897565932,839,1,False,gpt-4o-mini-2024-07-18,,1,dc951682d70110ed9983ef02
neutral|no_salary|both,neutral,no_salary,both,73,A,L,p73_B_2022_loser,p73_A_2022_both,0,2,ok,1.0,0,0,5.42221743297629e-06,0.9999945777825671,685,1,False,gpt-4o-mini-2024-07-18,,2,f7f978884aead87a70cf143b
neutral|no_salary|both,neutral,no_salary,both,74,B,W,p74_B_2022_both,p74_A_2022_loser,0,1,ok,1.0,0,1,0.9999999586006244,0.9999999586006244,897,1,False,gpt-4o-mini-2024-07-18,,1,e360c2004168fb65f019cd4a
neutral|no_salary|both,neutral,no_salary,both,74,B,L,p74_A_2022_loser,p74_B_2022_both,0,2,ok,1.0,0,0,0.0009110512931588114,0.9990889487068412,897,1,False,gpt-4o-mini-2024-07-18,,2,90e45168156d9dc804545f15
neutral|no_salary|both,neutral,no_salary,both,75,A,L,p75_B_2022_loser,p75_A_2022_both,0,2,ok,1.0,0,0,0.0052201263077612465,0.9947798736922387,858,1,False,gpt-4o-mini-2024-07-18,,2,9c8c3bc1eaba51298222738e
neutral|no_salary|both,neutral,no_salary,both,73,A,W,p73_A_2022_both,p73_B_2022_loser,0,1,ok,1.0,0,1,0.9975273764522812,0.9975273764522812,685,1,False,gpt-4o-mini-2024-07-18,,1,7bf2c16e4ee496d68853819b
neutral|no_salary|both,neutral,no_salary,both,76,B,W,p76_B_2022_both,p76_A_2022_loser,0,1,ok,1.0,0,1,0.9999999865595903,0.9999999865595903,817,1,False,gpt-4o-mini-2024-07-18,,1,30e922afbc47d3d2feadcdfd
neutral|no_salary|both,neutral,no_salary,both,75,A,W,p75_A_2022_both,p75_B_2022_loser,0,1,ok,1.0,0,1,0.9999945777812743,0.9999945777812743,858,1,False,gpt-4o-mini-2024-07-18,,1,b5583db7335041d077acdf65
neutral|no_salary|both,neutral,no_salary,both,76,B,L,p76_A_2022_loser,p76_B_2022_both,0,1,ok,0.0,0,1,0.9241418252018901,0.07585817479810986,817,1,False,gpt-4o-mini-2024-07-18,,1,919643a7589e017ccb82f9cf
neutral|no_salary|both,neutral,no_salary,both,77,A,L,p77_B_2022_loser,p77_A_2022_both,0,1,ok,0.0,0,1,0.9706877670227323,0.029312232977267705,658,1,False,gpt-4o-mini-2024-07-18,,1,b8fa617d7717df335f5c16ce
neutral|no_salary|both,neutral,no_salary,both,77,A,W,p77_A_2022_both,p77_B_2022_loser,0,1,ok,1.0,0,1,0.9999756997690634,0.9999756997690634,658,1,False,gpt-4o-mini-2024-07-18,,1,e1280fefecea708658312e78
neutral|no_salary|both,neutral,no_salary,both,79,A,L,p79_B_2022_loser,p79_A_2022_both,0,2,ok,1.0,0,0,2.4300230936537083e-05,0.9999756997690634,707,1,False,gpt-4o-mini-2024-07-18,,2,25e9a365a3baf3a198b20869
neutral|no_salary|both,neutral,no_salary,both,78,B,W,p78_B_2022_both,p78_A_2022_loser,0,1,ok,1.0,0,1,0.9999998144608401,0.9999998144608401,1119,1,False,gpt-4o-mini-2024-07-18,,1,1c390343b8920d42a1b8f099
neutral|no_salary|both,neutral,no_salary,both,80,B,L,p80_A_2022_loser,p80_B_2022_both,0,2,ok,1.0,0,0,8.481104769395558e-05,0.999915188952306,716,1,False,gpt-4o-mini-2024-07-18,,2,dd70b9023517d4545d1fc661
neutral|no_salary|both,neutral,no_salary,both,79,A,W,p79_A_2022_both,p79_B_2022_loser,0,1,ok,1.0,0,1,0.9999038976006968,0.9999038976006968,707,1,False,gpt-4o-mini-2024-07-18,,1,f70ca413c8589c7f78b5d34c
neutral|no_salary|both,neutral,no_salary,both,78,B,L,p78_A_2022_loser,p78_B_2022_both,0,1,ok,0.0,0,1,0.8519528057272544,0.1480471942727456,1119,1,False,gpt-4o-mini-2024-07-18,,1,b03687f5a3be3ae6b9b08fc0
neutral|no_salary|both,neutral,no_salary,both,81,A,L,p81_B_2022_loser,p81_A_2022_both,0,1,ok,0.0,0,1,0.8807970795424087,0.11920292045759129,1099,1,False,gpt-4o-mini-2024-07-18,,1,0fc1b70605642cbd209933f2
neutral|no_salary|both,neutral,no_salary,both,81,A,W,p81_A_2022_both,p81_B_2022_loser,0,1,ok,1.0,0,1,0.9999998144608401,0.9999998144608401,1099,1,False,gpt-4o-mini-2024-07-18,,1,eaec2f63c7c8a0e5c4a67781
neutral|no_salary|both,neutral,no_salary,both,80,B,W,p80_B_2022_both,p80_A_2022_loser,0,1,ok,1.0,0,1,0.9999994956527948,0.9999994956527948,716,1,False,gpt-4o-mini-2024-07-18,,1,48fcbc2aaf45750c1c6f3907
neutral|no_salary|both,neutral,no_salary,both,82,B,W,p82_B_2022_both,p82_A_2022_loser,0,1,ok,1.0,0,1,0.9999999715466527,0.9999999715466527,729,1,False,gpt-4o-mini-2024-07-18,,1,af8ef5fadf104803a9f3f597
neutral|no_salary|both,neutral,no_salary,both,83,A,W,p83_A_2022_both,p83_B_2022_loser,0,1,ok,1.0,0,1,0.9999984465026855,0.9999984465026855,823,1,False,gpt-4o-mini-2024-07-18,,1,67121a6722098bf497778052
neutral|no_salary|both,neutral,no_salary,both,83,A,L,p83_B_2022_loser,p83_A_2022_both,0,2,ok,1.0,0,0,0.00020342689126940972,0.9997965731087306,823,1,False,gpt-4o-mini-2024-07-18,,2,13888e6c4fd8670668c43740
neutral|no_salary|both,neutral,no_salary,both,82,B,L,p82_A_2022_loser,p82_B_2022_both,0,2,ok,1.0,0,0,0.022977367693815597,0.9770226323061844,729,1,False,gpt-4o-mini-2024-07-18,,2,a9deb764fe8817f7533fc603
neutral|no_salary|both,neutral,no_salary,both,84,B,L,p84_A_2022_loser,p84_B_2022_both,0,2,ok,1.0,0,0,0.18242551491653522,0.8175744850834648,1009,1,False,gpt-4o-mini-2024-07-18,,2,fb711d0e59d559eda274cade
neutral|no_salary|both,neutral,no_salary,both,84,B,W,p84_B_2022_both,p84_A_2022_loser,0,1,ok,1.0,0,1,0.9999999827421723,0.9999999827421723,1009,1,False,gpt-4o-mini-2024-07-18,,1,6b948568c617a0094274e4f7
neutral|no_salary|both,neutral,no_salary,both,86,B,W,p86_B_2022_both,p86_A_2022_loser,0,1,ok,1.0,0,1,0.9999994284997149,0.9999994284997149,724,1,False,gpt-4o-mini-2024-07-18,,1,6475d7813b724d4dd12463c0
neutral|no_salary|both,neutral,no_salary,both,85,A,L,p85_B_2022_loser,p85_A_2022_both,0,2,ok,1.0,0,0,0.06008664407268613,0.9399133559273138,907,1,False,gpt-4o-mini-2024-07-18,,2,604f9ffe4b4b5b6be24d2545
neutral|no_salary|both,neutral,no_salary,both,87,A,W,p87_A_2022_both,p87_B_2022_loser,0,1,ok,1.0,0,1,0.9999999998308102,0.9999999998308102,407,1,False,gpt-4o-mini-2024-07-18,,1,60ba599bcb3de3fa0576082f
neutral|no_salary|both,neutral,no_salary,both,86,B,L,p86_A_2022_loser,p86_B_2022_both,0,1,ok,0.0,0,1,0.9399133542441908,0.06008664575580924,724,1,False,gpt-4o-mini-2024-07-18,,1,43f0928e9b462fedf46dd95d
neutral|no_salary|both,neutral,no_salary,both,88,B,W,p88_B_2022_both,p88_A_2022_loser,0,1,ok,1.0,0,1,0.9999998555019682,0.9999998555019682,874,1,False,gpt-4o-mini-2024-07-18,,1,bd32a9cb031e7bb651891ba0
neutral|no_salary|both,neutral,no_salary,both,89,A,W,p89_A_2022_both,p89_B_2022_loser,0,1,ok,1.0,0,1,0.9997040429158157,0.9997040429158157,784,1,False,gpt-4o-mini-2024-07-18,,1,2ab8551d08a4991f9435cda7
neutral|no_salary|both,neutral,no_salary,both,87,A,L,p87_B_2022_loser,p87_A_2022_both,0,2,ok,1.0,0,0,2.646573631904765e-09,0.9999999973534264,407,1,False,gpt-4o-mini-2024-07-18,,2,b7f8e74614fe3a55adccd8bb
neutral|no_salary|both,neutral,no_salary,both,89,A,L,p89_B_2022_loser,p89_A_2022_both,0,1,ok,0.0,0,1,0.952574126654137,0.04742587334586301,784,1,False,gpt-4o-mini-2024-07-18,,1,100ac88d1662b8ac6282b8ca
neutral|no_salary|both,neutral,no_salary,both,91,A,W,p91_A_2022_both,p91_B_2022_loser,0,1,ok,1.0,0,1,0.9999930377415741,0.9999930377415741,626,1,False,gpt-4o-mini-2024-07-18,,1,d317fda5f6f50aa8b80e7b9a
neutral|no_salary|both,neutral,no_salary,both,92,B,W,p92_B_2022_both,p92_A_2022_loser,0,1,ok,1.0,0,1,0.9999994284997149,0.9999994284997149,753,1,False,gpt-4o-mini-2024-07-18,,1,214f3a152e4658799a10333f
neutral|no_salary|both,neutral,no_salary,both,88,B,L,p88_A_2022_loser,p88_B_2022_both,0,2,ok,1.0,0,0,2.561281790368017e-06,0.9999974387182097,874,1,False,gpt-4o-mini-2024-07-18,,2,3d4d2323c6989f506d95a2f2
neutral|no_salary|both,neutral,no_salary,both,85,A,W,p85_A_2022_both,p85_B_2022_loser,0,1,ok,1.0,0,1,0.9999999530883621,0.9999999530883621,907,1,False,gpt-4o-mini-2024-07-18,,1,7fa1ecfdb8fb21ac3f6914f2
neutral|no_salary|both,neutral,no_salary,both,92,B,L,p92_A_2022_loser,p92_B_2022_both,0,1,ok,0.0,0,1,0.7310585844894971,0.2689414155105029,753,1,False,gpt-4o-mini-2024-07-18,,1,6013ace1f51d73e7ee94495a
neutral|no_salary|both,neutral,no_salary,both,90,B,W,p90_B_2022_both,p90_A_2022_loser,0,1,ok,1.0,0,1,0.999999694097641,0.999999694097641,596,1,False,gpt-4o-mini-2024-07-18,,1,f12c9105b82a21891df68d42
neutral|no_salary|both,neutral,no_salary,both,94,B,L,p94_A_2022_loser,p94_B_2022_both,0,2,ok,1.0,0,0,1.1478768974997603e-05,0.999988521231025,600,1,False,gpt-4o-mini-2024-07-18,,2,f0ed40f2a83067696fa2dd9c
neutral|no_salary|both,neutral,no_salary,both,93,A,L,p93_B_2022_loser,p93_A_2022_both,0,2,ok,1.0,0,0,5.043472052266442e-07,0.9999994956527948,501,1,False,gpt-4o-mini-2024-07-18,,2,bd91d0d1e68d739ef640b5ef
neutral|no_salary|both,neutral,no_salary,both,90,B,L,p90_A_2022_loser,p90_B_2022_both,0,2,ok,1.0,0,0,0.00023050667746147194,0.9997694933225385,596,1,False,gpt-4o-mini-2024-07-18,,2,16a037603de0f4b14f88eb0d
neutral|no_salary|both,neutral,no_salary,both,91,A,L,p91_B_2022_loser,p91_A_2022_both,0,2,ok,1.0,0,0,0.00012339462766699962,0.999876605372333,626,1,False,gpt-4o-mini-2024-07-18,,2,332d9ff149f0d7aba4dde8cc
neutral|no_salary|both,neutral,no_salary,both,94,B,W,p94_B_2022_both,p94_A_2022_loser,0,1,ok,1.0,0,1,0.9995694428306715,0.9995694428306715,600,1,False,gpt-4o-mini-2024-07-18,,1,c4935f8110e1d07aa972b176
neutral|no_salary|both,neutral,no_salary,both,93,A,W,p93_A_2022_both,p93_B_2022_loser,0,1,ok,1.0,0,1,0.9999999991407833,0.9999999991407833,501,1,False,gpt-4o-mini-2024-07-18,,1,2a950c12ffacd88cabc37b96
neutral|no_salary|both,neutral,no_salary,both,95,A,W,p95_A_2022_both,p95_B_2022_loser,0,1,ok,1.0,0,1,0.9999962733608834,0.9999962733608834,743,1,False,gpt-4o-mini-2024-07-18,,1,1108e3c5e493d037ea0ce83b
neutral|no_salary|both,neutral,no_salary,both,97,A,W,p97_A_2022_both,p97_B_2022_loser,0,1,ok,1.0,0,1,0.9999994284997149,0.9999994284997149,913,1,False,gpt-4o-mini-2024-07-18,,1,8224f78e25d7679ec6366e5d
neutral|no_salary|both,neutral,no_salary,both,100,A,W,p100_A_2022_both,p100_B_2022_loser,0,1,ok,1.0,0,1,0.9999997617630155,0.9999997617630155,720,1,False,gpt-4o-mini-2024-07-18,,1,7b555ea5db9a8090c7f3b7f8
neutral|no_salary|both,neutral,no_salary,both,96,B,L,p96_A_2022_loser,p96_B_2022_both,0,1,ok,0.0,0,1,0.5,0.5,758,1,False,gpt-4o-mini-2024-07-18,,1,ded8eaf7a1e5273e35b38966
neutral|no_salary|both,neutral,no_salary,both,97,A,L,p97_B_2022_loser,p97_A_2022_both,0,2,ok,1.0,0,0,0.0031726834440865743,0.9968273165559134,913,1,False,gpt-4o-mini-2024-07-18,,2,a490fdf4f5c3d82a79f25869
neutral|no_salary|both,neutral,no_salary,both,98,B,W,p98_B_2022_both,p98_A_2022_loser,0,1,ok,1.0,0,1,0.9999999895325983,0.9999999895325983,1248,1,False,gpt-4o-mini-2024-07-18,,1,4b7f87f94bf57324fbb3f61c
neutral|no_salary|both,neutral,no_salary,both,101,B,L,p101_A_2022_loser,p101_B_2022_both,0,1,ok,0.0,0,1,0.9399133435142798,0.0600866564857202,878,1,False,gpt-4o-mini-2024-07-18,,1,feb0ce7163e9d7f88dd79bae
neutral|no_salary|both,neutral,no_salary,both,103,B,W,p103_B_2022_both,p103_A_2022_loser,0,1,ok,1.0,0,1,0.9999994956527948,0.9999994956527948,1124,1,False,gpt-4o-mini-2024-07-18,,1,c4984661838672779716c8d0
neutral|no_salary|both,neutral,no_salary,both,98,B,L,p98_A_2022_loser,p98_B_2022_both,0,2,ok,1.0,0,0,0.00013982203410499962,0.999860177965895,1248,1,False,gpt-4o-mini-2024-07-18,,2,0accc3445f4dc88a44596386
neutral|no_salary|both,neutral,no_salary,both,101,B,W,p101_B_2022_both,p101_A_2022_loser,0,1,ok,1.0,0,1,0.9998415637531546,0.9998415637531546,878,1,False,gpt-4o-mini-2024-07-18,,1,7909010e02cce9f0c6044729
neutral|no_salary|both,neutral,no_salary,both,102,A,L,p102_B_2022_loser,p102_A_2022_both,0,2,ok,1.0,0,0,0.00010889695650825454,0.9998911030434917,638,1,False,gpt-4o-mini-2024-07-18,,2,75dfb2605d49f348822750d2
neutral|no_salary|both,neutral,no_salary,both,96,B,W,p96_B_2022_both,p96_A_2022_loser,0,1,ok,1.0,0,1,0.9999945777825671,0.9999945777825671,758,1,False,gpt-4o-mini-2024-07-18,,1,dc199c31c4721f22d62566f0
neutral|no_salary|both,neutral,no_salary,both,102,A,W,p102_A_2022_both,p102_B_2022_loser,0,1,ok,1.0,0,1,0.998830489517361,0.998830489517361,638,1,False,gpt-4o-mini-2024-07-18,,1,262da15c9908f60cbef5f64d
neutral|no_salary|both,neutral,no_salary,both,95,A,L,p95_B_2022_loser,p95_A_2022_both,0,1,ok,0.0,0,1,0.9241418231126367,0.0758581768873633,743,1,False,gpt-4o-mini-2024-07-18,,1,52d8683042c7273e84702f12
neutral|no_salary|both,neutral,no_salary,both,103,B,L,p103_A_2022_loser,p103_B_2022_both,0,1,ok,0.0,0,1,0.8175744761936437,0.18242552380635635,1124,1,False,gpt-4o-mini-2024-07-18,,1,6add6f2da8492ce90c572068
neutral|no_salary|both,neutral,no_salary,both,100,A,L,p100_B_2022_loser,p100_A_2022_both,0,2,ok,1.0,0,0,0.0009110510760921913,0.9990889489239078,720,1,False,gpt-4o-mini-2024-07-18,,2,31fbfcc0d519f85a0416452f
neutral_b|full|both,neutral_b,full,both,3,A,L,p3_B_2022_loser,p3_A_2022_both,0,2,ok,1.0,0,0,1.9947301075518807e-06,0.9999980052698925,1088,1,False,gpt-4o-mini-2024-07-18,,2,eac66b466907a02c25d960af
neutral_b|full|both,neutral_b,full,both,2,B,W,p2_B_2022_both,p2_A_2022_loser,0,1,ok,1.0,0,1,0.9999999966017321,0.9999999966017321,944,1,False,gpt-4o-mini-2024-07-18,,1,e70abeae9595b94e9347e063
neutral_b|full|both,neutral_b,full,both,2,B,L,p2_A_2022_loser,p2_B_2022_both,0,2,ok,1.0,0,0,3.5356257528032616e-05,0.999964643742472,944,1,False,gpt-4o-mini-2024-07-18,,2,29a820ccab75a486ea90ae17
neutral_b|full|both,neutral_b,full,both,4,B,W,p4_B_2022_both,p4_A_2022_loser,0,1,ok,1.0,0,1,0.9999962733608834,0.9999962733608834,952,1,False,gpt-4o-mini-2024-07-18,,1,da4d629bcef563601a86d9ed
neutral_b|full|both,neutral_b,full,both,4,B,L,p4_A_2022_loser,p4_B_2022_both,0,2,ok,1.0,0,0,0.047425869811643456,0.9525741301883566,952,1,False,gpt-4o-mini-2024-07-18,,2,508521294e2c15be93cfb14c
neutral_b|full|both,neutral_b,full,both,7,A,W,p7_A_2022_both,p7_B_2022_loser,0,1,ok,1.0,0,1,0.9999999586006244,0.9999999586006244,645,1,False,gpt-4o-mini-2024-07-18,,1,657930efaa61ffbdade17564
neutral_b|full|both,neutral_b,full,both,6,B,L,p6_A_2022_loser,p6_B_2022_both,0,2,ok,1.0,0,0,1.6701415113938837e-05,0.9999832985848861,827,1,False,gpt-4o-mini-2024-07-18,,2,d9c00a3ae1c665f06329a75f
neutral_b|full|both,neutral_b,full,both,5,A,W,p5_A_2022_both,p5_B_2022_loser,0,1,ok,1.0,0,1,0.9999999966017321,0.9999999966017321,1257,1,False,gpt-4o-mini-2024-07-18,,1,48ea0e786c2aa9958b2b9600
neutral_b|full|both,neutral_b,full,both,8,B,W,p8_B_2022_both,p8_A_2022_loser,0,1,ok,1.0,0,1,0.9999999950555496,0.9999999950555496,783,1,False,gpt-4o-mini-2024-07-18,,1,b77d1919bf85da68c0993ec7
neutral_b|full|both,neutral_b,full,both,5,A,L,p5_B_2022_loser,p5_A_2022_both,0,2,ok,1.0,0,0,4.222835268240621e-06,0.9999957771647318,1257,1,False,gpt-4o-mini-2024-07-18,,2,e222324ab08dc5807431d5aa
neutral_b|full|both,neutral_b,full,both,7,A,L,p7_B_2022_loser,p7_A_2022_both,0,2,ok,1.0,0,0,1.1253518384332553e-07,0.9999998874648162,645,1,False,gpt-4o-mini-2024-07-18,,2,6ed9a0114a9ecc839c69186a
neutral_b|full|both,neutral_b,full,both,6,B,W,p6_B_2022_both,p6_A_2022_loser,0,1,ok,1.0,0,1,0.9999996533672291,0.9999996533672291,827,1,False,gpt-4o-mini-2024-07-18,,1,7c95c2c12ae732d05d17fc12
neutral_b|full|both,neutral_b,full,both,8,B,L,p8_A_2022_loser,p8_B_2022_both,0,2,ok,1.0,0,0,0.0028009272903275605,0.9971990727096725,783,1,False,gpt-4o-mini-2024-07-18,,2,5c78dd9aa4b4eb96fc762e0c
neutral_b|full|both,neutral_b,full,both,3,A,W,p3_A_2022_both,p3_B_2022_loser,0,1,ok,1.0,0,1,0.9999998555019682,0.9999998555019682,1088,1,False,gpt-4o-mini-2024-07-18,,1,01d863d75c6f19a7b74e8ff7
neutral_b|full|both,neutral_b,full,both,1,A,W,p1_A_2022_both,p1_B_2022_loser,0,1,ok,1.0,0,1,0.9999999715466527,0.9999999715466527,945,1,False,gpt-4o-mini-2024-07-18,,1,a5b7ce91cf6e27637594d375
neutral_b|full|both,neutral_b,full,both,11,B,W,p11_B_2022_both,p11_A_2022_loser,0,1,ok,1.0,0,1,0.9999999468421502,0.9999999468421502,797,1,False,gpt-4o-mini-2024-07-18,,1,c894f1333bdd3a33885a16e1
neutral_b|full|both,neutral_b,full,both,11,B,L,p11_A_2022_loser,p11_B_2022_both,0,2,ok,1.0,0,0,0.00012339462766699962,0.999876605372333,797,1,False,gpt-4o-mini-2024-07-18,,2,3e0f6eab5a5bafc3464928c1
neutral_b|full|both,neutral_b,full,both,14,A,W,p14_A_2022_both,p14_B_2022_loser,0,1,ok,1.0,0,1,0.999998629043345,0.999998629043345,879,1,False,gpt-4o-mini-2024-07-18,,1,2675c97c5e18ce01f63ceffb
neutral_b|full|both,neutral_b,full,both,12,A,W,p12_A_2022_both,p12_B_2022_loser,0,1,ok,1.0,0,1,0.9999992661791398,0.9999992661791398,699,1,False,gpt-4o-mini-2024-07-18,,1,bb4273bcad1beb221f6f2fa9
neutral_b|full|both,neutral_b,full,both,13,B,W,p13_B_2022_both,p13_A_2022_loser,0,1,ok,1.0,0,1,0.9999995549151272,0.9999995549151272,712,1,False,gpt-4o-mini-2024-07-18,,1,45faec0aaca3593e0bbf51ee
neutral_b|full|both,neutral_b,full,both,12,A,L,p12_B_2022_loser,p12_A_2022_both,0,2,ok,1.0,0,0,6.605216531020474e-05,0.9999339478346898,699,1,False,gpt-4o-mini-2024-07-18,,2,82795e485b99973424445589
neutral_b|full|both,neutral_b,full,both,15,B,W,p15_B_2022_both,p15_A_2022_loser,0,1,ok,1.0,0,1,0.99999998813888,0.99999998813888,689,1,False,gpt-4o-mini-2024-07-18,,1,d1d4ff70b846aef041f5710c
neutral_b|full|both,neutral_b,full,both,16,A,L,p16_B_2022_loser,p16_A_2022_both,0,2,ok,1.0,0,0,9.61023993032045e-05,0.9999038976006968,1247,1,False,gpt-4o-mini-2024-07-18,,2,93219787f0d965518e48ac2b
neutral_b|full|both,neutral_b,full,both,13,B,L,p13_A_2022_loser,p13_B_2022_both,0,2,ok,1.0,0,0,1.553497314502234e-06,0.9999984465026855,712,1,False,gpt-4o-mini-2024-07-18,,2,2d26750a57eb11b24e6d251c
neutral_b|full|both,neutral_b,full,both,17,B,W,p17_B_2022_both,p17_A_2022_loser,0,1,ok,1.0,0,1,0.999999057755336,0.999999057755336,977,1,False,gpt-4o-mini-2024-07-18,,1,0a17fd3a977662370fe2077e
neutral_b|full|both,neutral_b,full,both,10,A,L,p10_B_2022_loser,p10_A_2022_both,0,2,ok,1.0,0,0,8.76424914819242e-08,0.9999999123575085,586,1,False,gpt-4o-mini-2024-07-18,,2,b2540dee50f9151e728e5535
neutral_b|full|both,neutral_b,full,both,1,A,L,p1_B_2022_loser,p1_A_2022_both,0,2,ok,1.0,0,0,0.0019267343293145587,0.9980732656706854,945,1,False,gpt-4o-mini-2024-07-18,,2,59d2c3d97b059a8ea0fa2243
neutral_b|full|both,neutral_b,full,both,18,A,W,p18_A_2022_both,p18_B_2022_loser,0,1,ok,1.0,0,1,0.99999960721363,0.99999960721363,547,1,False,gpt-4o-mini-2024-07-18,,1,226dae75f53c5c59a59cd435
neutral_b|full|both,neutral_b,full,both,16,A,W,p16_A_2022_both,p16_B_2022_loser,0,1,ok,1.0,0,1,0.9999999123575085,0.9999999123575085,1247,1,False,gpt-4o-mini-2024-07-18,,1,dd3f079648e91281818e77f5
neutral_b|full|both,neutral_b,full,both,19,B,L,p19_A_2022_loser,p19_B_2022_both,0,2,ok,1.0,0,0,5.144221744469598e-05,0.9999485577825553,965,1,False,gpt-4o-mini-2024-07-18,,2,c8c1a91d4e7ba6aa4af97cb1
neutral_b|full|both,neutral_b,full,both,10,A,W,p10_A_2022_both,p10_B_2022_loser,0,1,ok,1.0,0,1,0.999998629043345,0.999998629043345,586,1,False,gpt-4o-mini-2024-07-18,,1,35fba210dbb27470b37ef98a
neutral_b|full|both,neutral_b,full,both,20,A,W,p20_A_2022_both,p20_B_2022_loser,0,1,ok,1.0,0,1,0.9999984465026855,0.9999984465026855,657,1,False,gpt-4o-mini-2024-07-18,,1,ce2a3a115892dd4ae3fc0d21
neutral_b|full|both,neutral_b,full,both,18,A,L,p18_B_2022_loser,p18_A_2022_both,0,2,ok,1.0,0,0,4.539785574814975e-05,0.9999546021442518,547,1,False,gpt-4o-mini-2024-07-18,,2,c6df5ec74095d593432a8a45
neutral_b|full|both,neutral_b,full,both,20,A,L,p20_B_2022_loser,p20_A_2022_both,0,2,ok,1.0,0,0,0.003593602831528308,0.9964063971684717,657,1,False,gpt-4o-mini-2024-07-18,,2,c779c6c2c72b4fec614bed46
neutral_b|full|both,neutral_b,full,both,21,B,L,p21_A_2022_loser,p21_B_2022_both,0,2,ok,1.0,0,0,3.2887477414614998e-06,0.9999967112522585,1243,1,False,gpt-4o-mini-2024-07-18,,2,b854a8da3c5e0961b6479aa9
neutral_b|full|both,neutral_b,full,both,14,A,L,p14_B_2022_loser,p14_A_2022_both,0,2,ok,1.0,0,0,0.001032231018028039,0.9989677689819719,879,1,False,gpt-4o-mini-2024-07-18,,2,bd82c2074dcb45f1e8c70426
