pair_id,who,t,winner,salary,level,moves,arm
221,A,3,B,162116.28963396593,2,1,no anchoring
221,B,3,B,219189.9538641202,4,0,no anchoring
221,A,4,B,155633.88434867913,2,2,no anchoring
221,B,4,B,235808.12504536015,4,1,no anchoring
221,A,5,B,159700.73486226826,2,2,no anchoring
221,B,5,B,252883.71054900088,4,1,no anchoring
221,A,6,B,158018.137243649,2,3,no anchoring
221,B,6,B,279182.77358049783,4,1,no anchoring
221,A,7,B,167580.2690248221,2,3,no anchoring
221,B,7,B,290920.9818344876,4,1,no anchoring
221,A,8,B,172666.4392778183,2,3,no anchoring
221,B,8,B,220662.56553832922,4,2,no anchoring
221,A,9,B,219099.03084450372,3,4,no anchoring
221,B,9,B,247791.5301211824,4,3,no anchoring
221,A,10,B,225907.63021921163,3,4,no anchoring
221,B,10,B,250794.91924535044,4,3,no anchoring
221,A,11,B,236251.06355167387,3,4,no anchoring
221,B,11,B,273438.6701605744,4,3,no anchoring
221,A,12,B,205394.18970057453,4,5,no anchoring
221,B,12,B,282128.0731052168,4,4,no anchoring
221,A,13,B,218591.34923592806,4,6,no anchoring
221,B,13,B,285485.4745269573,4,4,no anchoring
221,A,14,B,224761.63169421104,4,6,no anchoring
221,B,14,B,308428.2556463093,4,4,no anchoring
221,A,15,B,239285.6828012539,4,6,no anchoring
221,B,15,B,313879.3286312712,4,4,no anchoring
221,A,16,B,246585.50837291803,4,6,no anchoring
221,B,16,B,343449.952094311,4,4,no anchoring
221,A,17,B,258821.87879667158,4,6,no anchoring
221,B,17,B,209251.63994370503,4,5,no anchoring
221,A,18,B,267621.2800803531,4,6,no anchoring
221,B,18,B,215650.8636301091,4,5,no anchoring
221,A,19,B,239682.92559302552,4,7,no anchoring
221,B,19,B,239998.30217700367,4,6,no anchoring
221,A,20,B,227377.83119784668,4,8,no anchoring
221,B,20,B,235142.00746430736,4,7,no anchoring
222,A,0,A,90832.00000000001,2,0,no anchoring
222,B,0,A,81400.0,1,0,no anchoring
222,A,1,A,127164.80000000002,3,1,no anchoring
222,B,1,A,88361.7981223866,2,0,no anchoring
222,A,2,A,133242.94585946307,3,1,no anchoring
222,B,2,A,94224.31343092074,2,0,no anchoring
222,A,3,A,130733.24968043233,3,1,no anchoring
222,B,3,A,97166.05188488279,2,0,no anchoring
222,A,4,A,183026.54955260525,3,2,no anchoring
222,B,4,A,112582.14025066889,3,0,no anchoring
222,A,5,A,199113.1630933088,3,3,no anchoring
222,B,5,A,157614.99635093645,4,1,no anchoring
222,A,6,A,210449.8003866139,3,3,no anchoring
222,B,6,A,214494.8133193288,4,2,no anchoring
222,A,7,A,221094.27077091506,3,3,no anchoring
222,B,7,A,226669.7768475516,4,2,no anchoring
222,A,8,A,228802.00196997717,3,3,no anchoring
222,B,8,A,240246.19422485403,4,2,no anchoring
222,A,9,A,248175.77565502157,3,3,no anchoring
222,B,9,A,244953.93495758862,4,2,no anchoring
222,A,10,A,251443.1370544283,3,3,no anchoring
222,B,10,A,250471.85361613703,4,2,no anchoring
222,A,11,A,278703.47286371456,3,3,no anchoring
222,B,11,A,223978.29288638826,4,3,no anchoring
222,A,12,A,288202.41566577565,3,3,no anchoring
222,B,12,A,232937.03198804057,4,3,no anchoring
222,A,13,A,206900.5555361159,4,4,no anchoring
222,B,13,A,253982.79474884254,4,4,no anchoring
222,A,14,A,223696.94025426367,4,4,no anchoring
222,B,14,A,270976.5351570364,4,4,no anchoring
222,A,15,A,209962.637833374,4,5,no anchoring
222,B,15,A,276491.7271665158,4,4,no anchoring
222,A,16,A,203207.19841401148,4,6,no anchoring
222,B,16,A,204463.50499271217,4,5,no anchoring
222,A,17,A,214609.4495636492,4,7,no anchoring
222,B,17,A,212449.74870849305,4,5,no anchoring
222,A,18,A,238726.31578531867,4,8,no anchoring
222,B,18,A,216569.67497935527,4,5,no anchoring
222,A,19,A,228682.4131306807,4,9,no anchoring
222,B,19,A,226229.26667134106,4,5,no anchoring
222,A,20,A,227157.7726683199,4,10,no anchoring
222,B,20,A,238325.70916228462,4,5,no anchoring
223,A,0,B,108400.0,1,0,no anchoring
223,B,0,B,122640.00000000001,2,0,no anchoring
223,A,1,B,112350.01427857399,1,0,no anchoring
223,B,1,B,127436.25227865069,2,0,no anchoring
223,A,2,B,116288.43869485342,1,0,no anchoring
223,B,2,B,139405.71809640812,2,0,no anchoring
223,A,3,B,143136.50371591395,2,1,no anchoring
223,B,3,B,160365.03441470276,2,1,no anchoring
223,A,4,B,152914.25137408575,2,2,no anchoring
223,B,4,B,162645.7910666819,2,1,no anchoring
223,A,5,B,162123.62948053674,2,2,no anchoring
223,B,5,B,165492.71611225867,2,1,no anchoring
223,A,6,B,168410.4835225662,3,3,no anchoring
223,B,6,B,174895.32290547193,3,1,no anchoring
223,A,7,B,171440.77210757343,3,4,no anchoring
223,B,7,B,190099.78324846597,3,1,no anchoring
223,A,8,B,179030.5428453494,3,4,no anchoring
223,B,8,B,184055.54638876315,3,2,no anchoring
223,A,9,B,187155.18515757573,3,4,no anchoring
223,B,9,B,188703.59773000353,3,2,no anchoring
223,A,10,B,203897.04422957372,3,5,no anchoring
223,B,10,B,199256.68924232066,3,2,no anchoring
223,A,11,B,209246.94965000826,3,5,no anchoring
223,B,11,B,201946.8844643055,3,2,no anchoring
223,A,12,B,170408.29765176759,3,6,no anchoring
223,B,12,B,205123.53505508168,3,2,no anchoring
223,A,13,B,176197.38935140203,3,6,no anchoring
223,B,13,B,204322.62086065632,3,2,no anchoring
223,A,14,B,175244.03917442987,3,6,no anchoring
223,B,14,B,219459.9576724965,3,2,no anchoring
223,A,15,B,201428.39782512496,3,7,no anchoring
223,B,15,B,238270.7374024284,4,2,no anchoring
223,A,16,B,200419.72768924118,3,7,no anchoring
223,B,16,B,196705.23457441523,4,3,no anchoring
223,A,17,B,180660.67989149885,3,8,no anchoring
223,B,17,B,201321.57144515234,4,3,no anchoring
223,A,18,B,188331.9014287364,3,8,no anchoring
223,B,18,B,208722.37592564523,4,3,no anchoring
223,A,19,B,182171.14641603766,3,9,no anchoring
223,B,19,B,200720.16830734853,4,4,no anchoring
223,A,20,B,185272.78809286995,3,9,no anchoring
223,B,20,B,209337.8471389339,4,4,no anchoring
224,A,0,A,131488.0,2,0,no anchoring
224,B,0,A,116500.0,1,0,no anchoring
224,A,1,A,132261.46695298856,2,0,no anchoring
224,B,1,A,125554.32257346172,1,0,no anchoring
224,A,2,A,134966.28403631508,2,0,no anchoring
224,B,2,A,134807.51669117215,1,0,no anchoring
224,A,3,A,137950.7049489167,2,0,no anchoring
224,B,3,A,138000.1898900353,1,0,no anchoring
224,A,4,A,143764.8131201929,2,0,no anchoring
224,B,4,A,143357.81328128927,1,0,no anchoring
224,A,5,A,150361.06085707416,2,1,no anchoring
224,B,5,A,119086.50022347343,1,1,no anchoring
224,A,6,A,165296.69889004188,3,1,no anchoring
224,B,6,A,124252.82089085414,1,1,no anchoring
224,A,7,A,174145.5489388333,3,1,no anchoring
224,B,7,A,124932.4051073352,1,1,no anchoring
224,A,8,A,198677.7735579998,3,2,no anchoring
224,B,8,A,125309.83253493131,1,1,no anchoring
224,A,9,A,210756.29067729914,4,3,no anchoring
224,B,9,A,123517.2854583397,1,1,no anchoring
224,A,10,A,207856.48530865833,4,4,no anchoring
224,B,10,A,127784.47237889764,1,1,no anchoring
224,A,11,A,222563.7585562472,4,4,no anchoring
224,B,11,A,119832.54979859345,1,2,no anchoring
224,A,12,A,231358.21353059268,4,5,no anchoring
224,B,12,A,103784.79375858416,1,3,no anchoring
224,A,13,A,259068.18603161298,4,5,no anchoring
224,B,13,A,145298.7112620178,2,4,no anchoring
224,A,14,A,270899.8664083753,4,5,no anchoring
224,B,14,A,142654.90071610193,2,5,no anchoring
224,A,15,A,283956.8331400229,4,5,no anchoring
224,B,15,A,148506.4353631571,2,5,no anchoring
224,A,16,A,293122.4105067856,4,5,no anchoring
224,B,16,A,149778.0669516597,2,5,no anchoring
224,A,17,A,308654.6742988104,4,5,no anchoring
224,B,17,A,159066.3174712981,2,5,no anchoring
224,A,18,A,320718.89756258973,4,5,no anchoring
224,B,18,A,161568.7643127157,2,5,no anchoring
224,A,19,A,194875.89734721708,4,6,no anchoring
224,B,19,A,176395.75374940617,2,5,no anchoring
224,A,20,A,199178.7533394556,4,7,no anchoring
224,B,20,A,187993.322167003,2,5,no anchoring
225,A,0,B,214200.0,3,0,no anchoring
225,B,0,B,241472.00000000003,4,0,no anchoring
225,A,1,B,229091.28486423628,3,0,no anchoring
225,B,1,B,242465.0087099765,4,0,no anchoring
225,A,2,B,244640.1877710075,3,1,no anchoring
225,B,2,B,244727.41090679736,4,1,no anchoring
225,A,3,B,259171.14924479308,3,1,no anchoring
225,B,3,B,257333.41334610974,4,2,no anchoring
225,A,4,B,275111.0457136777,4,2,no anchoring
225,B,4,B,273259.7537055639,4,2,no anchoring
225,A,5,B,291464.41914815805,4,2,no anchoring
225,B,5,B,280107.9794559388,4,2,no anchoring
225,A,6,B,297192.0000942237,4,3,no anchoring
225,B,6,B,245968.0074469689,4,3,no anchoring
225,A,7,B,313704.54834418744,4,3,no anchoring
225,B,7,B,262869.0709098425,4,3,no anchoring
225,A,8,B,254161.35574105967,4,4,no anchoring
225,B,8,B,267905.9973791376,4,3,no anchoring
225,A,9,B,269206.9326792866,4,4,no anchoring
225,B,9,B,273416.7387911,4,3,no anchoring
225,A,10,B,276133.46381763264,4,4,no anchoring
225,B,10,B,258480.31932953556,4,4,no anchoring
225,A,11,B,282601.23402455193,4,5,no anchoring
225,B,11,B,271077.0243696168,4,4,no anchoring
225,A,12,B,288461.81781770266,4,5,no anchoring
225,B,12,B,293509.8867689738,4,5,no anchoring
225,A,13,B,305732.3420184721,4,5,no anchoring
225,B,13,B,308231.7750187627,4,5,no anchoring
225,A,14,B,305599.48300894804,4,5,no anchoring
225,B,14,B,324686.0746788666,4,5,no anchoring
225,A,15,B,272003.04222523177,4,6,no anchoring
225,B,15,B,343256.6705141163,4,5,no anchoring
225,A,16,B,271172.9206354133,4,6,no anchoring
225,B,16,B,247642.93272056466,4,6,no anchoring
225,A,17,B,230970.22937295062,4,7,no anchoring
225,B,17,B,258503.19412297686,4,6,no anchoring
225,A,18,B,230652.91453936225,4,7,no anchoring
225,B,18,B,265178.46293665655,4,6,no anchoring
225,A,19,B,234006.6109299845,4,7,no anchoring
225,B,19,B,268997.6463955154,4,6,no anchoring
225,A,20,B,234778.60119365,4,7,no anchoring
225,B,20,B,290538.72113400645,4,6,no anchoring
226,A,0,A,169904.00000000003,3,0,no anchoring
226,B,0,A,153500.0,2,0,no anchoring
226,A,1,A,237865.60000000003,4,1,no anchoring
226,B,1,A,158737.04251239428,2,1,no anchoring
226,A,2,A,249677.48719432994,4,1,no anchoring
226,B,2,A,172501.44294132723,2,2,no anchoring
226,A,3,A,248512.39182365467,4,1,no anchoring
226,B,3,A,189053.85231456667,3,2,no anchoring
226,A,4,A,247581.60378577557,4,2,no anchoring
226,B,4,A,196159.75494610379,3,2,no anchoring
226,A,5,A,264623.45450323226,4,2,no anchoring
226,B,5,A,203811.5257565846,3,2,no anchoring
226,A,6,A,266252.45449061727,4,2,no anchoring
226,B,6,A,209893.01436229143,3,2,no anchoring
226,A,7,A,270076.3353334767,4,2,no anchoring
226,B,7,A,220919.83696369536,3,2,no anchoring
226,A,8,A,230217.9299183217,4,3,no anchoring
226,B,8,A,230156.71117110772,3,2,no anchoring
226,A,9,A,214625.1458048046,4,4,no anchoring
226,B,9,A,203611.02257684545,3,3,no anchoring
226,A,10,A,214814.78238289175,4,4,no anchoring
226,B,10,A,225162.13450340935,4,4,no anchoring
226,A,11,A,222625.75725762767,4,5,no anchoring
226,B,11,A,238600.45866893412,4,4,no anchoring
226,A,12,A,241910.72848787598,4,6,no anchoring
226,B,12,A,236317.739024357,4,5,no anchoring
226,A,13,A,255161.72595066662,4,6,no anchoring
226,B,13,A,240830.2691966255,4,5,no anchoring
226,A,14,A,277903.4631889923,4,6,no anchoring
226,B,14,A,253468.08290256694,4,5,no anchoring
226,A,15,A,285288.60635330295,4,6,no anchoring
226,B,15,A,274218.32514436083,4,5,no anchoring
226,A,16,A,219352.93786874073,4,7,no anchoring
226,B,16,A,300568.66139436956,4,5,no anchoring
226,A,17,A,228572.96541815778,4,7,no anchoring
226,B,17,A,300771.78268324106,4,5,no anchoring
226,A,18,A,239592.6852102525,4,7,no anchoring
226,B,18,A,315651.8836022409,4,5,no anchoring
226,A,19,A,250969.31483927174,4,8,no anchoring
226,B,19,A,321655.62112651486,4,5,no anchoring
226,A,20,A,253931.13400863777,4,8,no anchoring
226,B,20,A,329159.0638423555,4,5,no anchoring
227,A,0,B,169700.0,2,0,no anchoring
227,B,0,B,190288.00000000003,3,0,no anchoring
227,A,1,B,187481.9781311004,2,0,no anchoring
227,B,1,B,237655.97169507967,3,1,no anchoring
227,A,2,B,184598.04369141857,2,0,no anchoring
227,B,2,B,247872.91594437842,3,1,no anchoring
227,A,3,B,269679.9350454064,4,1,no anchoring
227,B,3,B,243889.76994530667,3,2,no anchoring
227,A,4,B,293216.2384472851,4,1,no anchoring
227,B,4,B,252490.21682192315,3,2,no anchoring
227,A,5,B,308806.05648934457,4,1,no anchoring
227,B,5,B,258498.9353473468,4,3,no anchoring
227,A,6,B,266435.40148768056,4,2,no anchoring
227,B,6,B,270808.652049859,4,3,no anchoring
227,A,7,B,277706.9804231713,4,2,no anchoring
227,B,7,B,285689.8205477765,4,3,no anchoring
227,A,8,B,278977.4737828541,4,2,no anchoring
227,B,8,B,306488.05343855143,4,3,no anchoring
227,A,9,B,295302.43195890466,4,2,no anchoring
227,B,9,B,275724.655599838,4,4,no anchoring
227,A,10,B,302872.2033097467,4,2,no anchoring
227,B,10,B,284786.88084007363,4,4,no anchoring
227,A,11,B,317657.13041053264,4,2,no anchoring
227,B,11,B,301248.68078229635,4,4,no anchoring
227,A,12,B,340262.44391338795,4,2,no anchoring
227,B,12,B,311002.4889612274,4,4,no anchoring
227,A,13,B,367306.8905351844,4,2,no anchoring
227,B,13,B,292199.32828723715,4,5,no anchoring
227,A,14,B,233360.49124154908,4,3,no anchoring
227,B,14,B,260300.87109219749,4,6,no anchoring
227,A,15,B,240858.7561997948,4,3,no anchoring
227,B,15,B,260979.95668643672,4,7,no anchoring
227,A,16,B,232603.47631485428,4,4,no anchoring
227,B,16,B,280962.27854007523,4,7,no anchoring
227,A,17,B,232669.66185481346,4,4,no anchoring
227,B,17,B,265224.15912097774,4,8,no anchoring
227,A,18,B,240903.98177113998,4,4,no anchoring
227,B,18,B,275348.6537528929,4,8,no anchoring
227,A,19,B,282745.85311356356,4,5,no anchoring
227,B,19,B,237370.88253585566,4,9,no anchoring
227,A,20,B,279032.2825778865,4,5,no anchoring
227,B,20,B,240749.06710272856,4,9,no anchoring
228,A,0,A,112112.00000000001,2,0,no anchoring
228,B,0,A,100200.0,1,0,no anchoring
228,A,1,A,114108.50427291945,2,0,no anchoring
228,B,1,A,106395.34496249196,1,0,no anchoring
228,A,2,A,141637.37155345498,2,1,no anchoring
228,B,2,A,114252.74131877041,2,0,no anchoring
228,A,3,A,148376.59401883357,2,1,no anchoring
228,B,3,A,116228.31630763364,2,0,no anchoring
228,A,4,A,153438.5711882223,2,1,no anchoring
228,B,4,A,122077.71322962336,2,0,no anchoring
228,A,5,A,139146.56954962164,3,2,no anchoring
228,B,5,A,136270.49170260975,3,0,no anchoring
228,A,6,A,143610.6845857828,3,2,no anchoring
228,B,6,A,143965.79685692326,3,0,no anchoring
228,A,7,A,158441.56158124242,3,2,no anchoring
228,B,7,A,147904.56196534832,3,0,no anchoring
228,A,8,A,172367.5861160588,3,3,no anchoring
228,B,8,A,155187.6440685051,3,0,no anchoring
228,A,9,A,206093.5599422422,3,4,no anchoring
228,B,9,A,164049.63191403626,3,0,no anchoring
228,A,10,A,209058.90080290477,3,4,no anchoring
228,B,10,A,181571.30009793412,3,0,no anchoring
228,A,11,A,239910.01103184375,4,4,no anchoring
228,B,11,A,171058.366513167,3,1,no anchoring
228,A,12,A,245123.23610579132,4,4,no anchoring
228,B,12,A,173803.36986649755,3,2,no anchoring
228,A,13,A,263177.76473692077,4,4,no anchoring
228,B,13,A,170214.29567924072,3,3,no anchoring
228,A,14,A,203609.47323301216,4,5,no anchoring
228,B,14,A,178221.21981497607,3,3,no anchoring
228,A,15,A,157475.44944440274,4,6,no anchoring
228,B,15,A,208452.259528407,4,4,no anchoring
228,A,16,A,160210.5359080353,4,6,no anchoring
228,B,16,A,196566.98047870098,4,5,no anchoring
228,A,17,A,197143.55805524832,4,7,no anchoring
228,B,17,A,191823.28522899645,4,6,no anchoring
228,A,18,A,199713.29185156693,4,8,no anchoring
228,B,18,A,209007.50268019628,4,7,no anchoring
228,A,19,A,204315.26747865832,4,8,no anchoring
228,B,19,A,216946.72661260553,4,7,no anchoring
228,A,20,A,211620.4730804306,4,9,no anchoring
228,B,20,A,227809.8769267388,4,7,no anchoring
229,A,0,B,163600.0,2,0,no anchoring
229,B,0,B,184240.00000000003,3,0,no anchoring
229,A,1,B,181812.92997504634,3,0,no anchoring
229,B,1,B,187050.8431904213,3,0,no anchoring
229,A,2,B,240938.53011308738,4,1,no anchoring
229,B,2,B,231523.07367348572,4,1,no anchoring
229,A,3,B,246286.6840526871,4,1,no anchoring
229,B,3,B,246850.3926217763,4,1,no anchoring
229,A,4,B,206412.76448470046,4,2,no anchoring
229,B,4,B,246538.0296594499,4,1,no anchoring
229,A,5,B,216108.88492109213,4,2,no anchoring
229,B,5,B,251828.9853385814,4,1,no anchoring
229,A,6,B,235832.46114449133,4,3,no anchoring
229,B,6,B,271067.0155223167,4,1,no anchoring
229,A,7,B,253905.82490017486,4,3,no anchoring
229,B,7,B,278854.3013497813,4,1,no anchoring
229,A,8,B,266435.4981469464,4,3,no anchoring
229,B,8,B,220296.65192558672,4,2,no anchoring
229,A,9,B,275481.09035379573,4,3,no anchoring
229,B,9,B,221106.07281045202,4,2,no anchoring
229,A,10,B,286258.70050846867,4,3,no anchoring
229,B,10,B,234018.2170144001,4,2,no anchoring
229,A,11,B,311590.57959735807,4,3,no anchoring
229,B,11,B,243396.26885989468,4,2,no anchoring
229,A,12,B,254628.1360856546,4,4,no anchoring
229,B,12,B,268979.56776944833,4,2,no anchoring
229,A,13,B,268299.4378377634,4,4,no anchoring
229,B,13,B,294196.35685796395,4,2,no anchoring
229,A,14,B,264820.7942847272,4,4,no anchoring
229,B,14,B,212739.7621496038,4,3,no anchoring
229,A,15,B,287546.52708426915,4,4,no anchoring
229,B,15,B,230411.40269691419,4,4,no anchoring
229,A,16,B,202562.59932404896,4,5,no anchoring
229,B,16,B,236525.654029165,4,4,no anchoring
229,A,17,B,205041.63067661048,4,5,no anchoring
229,B,17,B,215048.13436370064,4,5,no anchoring
229,A,18,B,216397.8494885129,4,5,no anchoring
229,B,18,B,227406.74765300596,4,5,no anchoring
229,A,19,B,229434.39511011637,4,6,no anchoring
229,B,19,B,240789.7899856954,4,5,no anchoring
229,A,20,B,239893.01745788657,4,6,no anchoring
229,B,20,B,251769.9764057426,4,6,no anchoring
230,A,0,A,200816.00000000003,3,0,no anchoring
230,B,0,A,182800.0,2,0,no anchoring
230,A,1,A,212251.01752389784,3,0,no anchoring
230,B,1,A,243690.74440533662,3,1,no anchoring
230,A,2,A,242880.80912533737,4,1,no anchoring
230,B,2,A,233075.5440168002,3,1,no anchoring
230,A,3,A,257172.38521618725,4,2,no anchoring
230,B,3,A,248049.60976145722,3,1,no anchoring
230,A,4,A,261539.16158606912,4,3,no anchoring
230,B,4,A,247216.67704466984,3,1,no anchoring
230,A,5,A,280861.8274247607,4,3,no anchoring
230,B,5,A,279129.2645988275,4,2,no anchoring
230,A,6,A,281644.73946212226,4,3,no anchoring
230,B,6,A,293820.02025229024,4,2,no anchoring
230,A,7,A,295152.8806144608,4,3,no anchoring
230,B,7,A,270404.61727701896,4,3,no anchoring
230,A,8,A,318806.90029880224,4,3,no anchoring
230,B,8,A,289269.01810626086,4,3,no anchoring
230,A,9,A,280029.85618665104,4,4,no anchoring
230,B,9,A,268264.106055758,4,4,no anchoring
230,A,10,A,262051.07651292539,4,5,no anchoring
230,B,10,A,263859.94089703617,4,5,no anchoring
230,A,11,A,279075.2400668235,4,6,no anchoring
230,B,11,A,256102.77324600704,4,6,no anchoring
230,A,12,A,297681.2024161836,4,6,no anchoring
230,B,12,A,289600.15340426273,4,7,no anchoring
230,A,13,A,309524.6475639399,4,6,no anchoring
230,B,13,A,300676.16111705394,4,7,no anchoring
230,A,14,A,279991.2230718934,4,7,no anchoring
230,B,14,A,270627.57755051885,4,8,no anchoring
230,A,15,A,223714.70142380803,4,8,no anchoring
230,B,15,A,290228.2472481797,4,8,no anchoring
230,A,16,A,225863.95429350447,4,8,no anchoring
230,B,16,A,264663.9316269855,4,9,no anchoring
230,A,17,A,233214.8567352114,4,8,no anchoring
230,B,17,A,278830.6357151516,4,9,no anchoring
230,A,18,A,254418.90627476314,4,8,no anchoring
230,B,18,A,283147.6079820824,4,9,no anchoring
230,A,19,A,275495.0510068192,4,9,no anchoring
230,B,19,A,288724.636487962,4,9,no anchoring
230,A,20,A,288572.2079733986,4,9,no anchoring
230,B,20,A,284885.32127431437,4,9,no anchoring
231,A,0,B,111800.0,2,0,no anchoring
231,B,0,B,125440.00000000001,3,0,no anchoring
231,A,1,B,117880.25605390471,2,0,no anchoring
231,B,1,B,175616.0,4,1,no anchoring
231,A,2,B,122381.03746735616,2,0,no anchoring
231,B,2,B,205930.2339538834,4,2,no anchoring
231,A,3,B,131718.56014439015,3,0,no anchoring
231,B,3,B,221372.7043613505,4,2,no anchoring
231,A,4,B,139164.5298630593,3,0,no anchoring
231,B,4,B,235931.21927971792,4,2,no anchoring
231,A,5,B,141886.1423540685,3,0,no anchoring
231,B,5,B,212520.67010623455,4,3,no anchoring
231,A,6,B,147351.27500230746,3,0,no anchoring
231,B,6,B,227553.6488008449,4,4,no anchoring
231,A,7,B,159379.94585902788,3,0,no anchoring
231,B,7,B,211510.6388699163,4,5,no anchoring
231,A,8,B,169293.25605112256,3,0,no anchoring
231,B,8,B,219243.15517383517,4,5,no anchoring
231,A,9,B,177589.26629289275,3,0,no anchoring
231,B,9,B,239925.6183465033,4,5,no anchoring
231,A,10,B,185642.41311496086,3,0,no anchoring
231,B,10,B,261105.13850999138,4,5,no anchoring
231,A,11,B,192226.01020648098,3,0,no anchoring
231,B,11,B,219278.3199633996,4,6,no anchoring
231,A,12,B,175123.8723135232,3,1,no anchoring
231,B,12,B,213778.2002251716,4,7,no anchoring
231,A,13,B,184266.84291391596,3,1,no anchoring
231,B,13,B,212783.82154117143,4,8,no anchoring
231,A,14,B,191164.2339578873,3,1,no anchoring
231,B,14,B,221707.23283044,4,8,no anchoring
231,A,15,B,203721.25350729472,3,1,no anchoring
231,B,15,B,230299.02049028387,4,8,no anchoring
231,A,16,B,235232.4160550945,4,2,no anchoring
231,B,16,B,211314.44300016895,4,9,no anchoring
231,A,17,B,248619.43524439406,4,2,no anchoring
231,B,17,B,221584.29354697288,4,9,no anchoring
231,A,18,B,207223.76550391826,4,3,no anchoring
231,B,18,B,239939.9557373422,4,9,no anchoring
231,A,19,B,215625.26342389817,4,3,no anchoring
231,B,19,B,258489.74783657215,4,9,no anchoring
231,A,20,B,228755.14906424578,4,3,no anchoring
231,B,20,B,283603.769214158,4,9,no anchoring
232,A,0,A,202048.00000000003,3,0,no anchoring
232,B,0,A,182300.0,2,0,no anchoring
232,A,1,A,205782.97189590757,3,0,no anchoring
232,B,1,A,178551.2417029443,2,0,no anchoring
232,A,2,A,224578.4278628552,3,0,no anchoring
232,B,2,A,191995.52966931858,3,0,no anchoring
232,A,3,A,237815.08480838864,3,0,no anchoring
232,B,3,A,196210.62436450573,3,0,no anchoring
232,A,4,A,218121.5821758352,3,1,no anchoring
232,B,4,A,225567.01242892627,3,1,no anchoring
232,A,5,A,236720.0070584934,3,1,no anchoring
232,B,5,A,220041.3052663524,3,2,no anchoring
232,A,6,A,238590.90690095865,3,1,no anchoring
232,B,6,A,235428.31692938408,4,3,no anchoring
232,A,7,A,254365.54936133898,3,1,no anchoring
232,B,7,A,235575.7524440359,4,4,no anchoring
232,A,8,A,263067.75875994953,4,2,no anchoring
232,B,8,A,246455.19183468042,4,4,no anchoring
232,A,9,A,274423.7777261628,4,2,no anchoring
232,B,9,A,258302.7237843051,4,4,no anchoring
232,A,10,A,258359.69091350457,4,3,no anchoring
232,B,10,A,286796.11669506977,4,4,no anchoring
232,A,11,A,275897.83186741103,4,3,no anchoring
232,B,11,A,263915.01666938537,4,5,no anchoring
232,A,12,A,286746.58774474537,4,3,no anchoring
232,B,12,A,267326.0077785673,4,6,no anchoring
232,A,13,A,229673.08745308584,4,4,no anchoring
232,B,13,A,230155.54806465804,4,7,no anchoring
232,A,14,A,247863.12838227226,4,4,no anchoring
232,B,14,A,244991.32858232997,4,7,no anchoring
232,A,15,A,260734.21586172312,4,4,no anchoring
232,B,15,A,248428.3974539007,4,8,no anchoring
232,A,16,A,283149.1032769561,4,4,no anchoring
232,B,16,A,267462.9720590886,4,8,no anchoring
232,A,17,A,295718.7005878492,4,4,no anchoring
232,B,17,A,272681.91078604985,4,8,no anchoring
232,A,18,A,286247.5250979609,4,4,no anchoring
232,B,18,A,269606.09564153047,4,9,no anchoring
232,A,19,A,286994.5028511289,4,4,no anchoring
232,B,19,A,283019.67127403535,4,9,no anchoring
232,A,20,A,302228.3857573789,4,4,no anchoring
232,B,20,A,240416.8342913223,4,10,no anchoring
233,A,0,B,130900.0,2,0,no anchoring
233,B,0,B,145936.0,3,0,no anchoring
233,A,1,B,176905.36134165298,2,1,no anchoring
233,B,1,B,153265.5580997907,3,0,no anchoring
233,A,2,B,162148.059975463,2,2,no anchoring
233,B,2,B,165338.21349763655,3,0,no anchoring
233,A,3,B,166582.88524939798,2,2,no anchoring
233,B,3,B,231473.49889669116,3,1,no anchoring
233,A,4,B,173541.32034543448,2,2,no anchoring
233,B,4,B,241016.87244397946,3,2,no anchoring
233,A,5,B,179990.93064186,2,2,no anchoring
233,B,5,B,224568.61089836218,3,3,no anchoring
233,A,6,B,179657.73879578343,2,2,no anchoring
233,B,6,B,234562.73955900728,3,3,no anchoring
233,A,7,B,182824.2923393905,2,2,no anchoring
233,B,7,B,253191.6926042856,3,3,no anchoring
233,A,8,B,234004.46915603091,3,3,no anchoring
233,B,8,B,263196.7003364319,3,3,no anchoring
233,A,9,B,242978.92294180294,3,3,no anchoring
233,B,9,B,280978.6643639101,3,3,no anchoring
233,A,10,B,212206.83305750458,3,4,no anchoring
233,B,10,B,295923.7175946285,3,3,no anchoring
233,A,11,B,224048.0435455037,3,4,no anchoring
233,B,11,B,292306.41547030705,3,3,no anchoring
233,A,12,B,242980.46804133698,3,4,no anchoring
233,B,12,B,266541.1010168178,4,4,no anchoring
233,A,13,B,265342.2997416441,3,4,no anchoring
233,B,13,B,275383.0685451094,4,4,no anchoring
233,A,14,B,253236.6753391747,4,5,no anchoring
233,B,14,B,293385.4736463516,4,4,no anchoring
233,A,15,B,262207.1323452996,4,5,no anchoring
233,B,15,B,304057.87616432173,4,4,no anchoring
233,A,16,B,269140.99322703993,4,5,no anchoring
233,B,16,B,312540.92080387875,4,4,no anchoring
233,A,17,B,291539.82910610235,4,5,no anchoring
233,B,17,B,323078.328948841,4,4,no anchoring
233,A,18,B,306305.86928633443,4,5,no anchoring
233,B,18,B,348495.59056799626,4,4,no anchoring
233,A,19,B,286799.8199896207,4,6,no anchoring
233,B,19,B,376116.85947069345,4,4,no anchoring
233,A,20,B,258584.7902174965,4,7,no anchoring
233,B,20,B,400226.69715503394,4,4,no anchoring
